,article,2mass,skrutskie,bibcode,doi
183,@ARTICLE{2017ApJ...837....8A,yes,no,2017ApJ...837....8A,10.3847/1538-4357/aa5d08
184,@ARTICLE{2017Ap.....60...57A,no,no,2017Ap.....60...57A,10.1007/s10511-017-9462-0
185,@ARTICLE{2017AJ....153..136S,yes,no,2017AJ....153..136S,10.3847/1538-3881/aa5df3
186,@ARTICLE{2017AJ....153..130E,yes,no,2017AJ....153..130E,10.3847/1538-3881/aa5d0b
187,@ARTICLE{2017AJ....153..104W,yes,no,2017AJ....153..104W,10.3847/1538-3881/153/3/104
188,@ARTICLE{2017AJ....153..100R,yes,no,2017AJ....153..100R,10.3847/1538-3881/153/3/100
189,@ARTICLE{2017A&A...599A.134S,no,no,2017A&A...599A.134S,
190,@ARTICLE{2017A&A...599A.129T,yes,no,2017A&A...599A.129T,
191,@ARTICLE{2017A&A...599A.110G,yes,no,2017A&A...599A.110G,
192,@ARTICLE{2017A&A...599A.104T,yes,no,2017A&A...599A.104T,
193,@ARTICLE{2017A&A...599A..85L,yes,no,2017A&A...599A..85L,
194,@ARTICLE{2017A&A...599A..41H,yes,no,2017A&A...599A..41H,
195,@ARTICLE{2017A&A...599A..38V,yes,no,2017A&A...599A..38V,
196,@ARTICLE{2017PASJ...69R...1S,yes,no,2017PASJ...69R...1S,10.1093/pasj/psw103
197,@ARTICLE{2017PASJ...69...16N,no,no,2017PASJ...69...16N,10.1093/pasj/psw120
198,@ARTICLE{2017NewA...51..128G,yes,no,2017NewA...51..128G,10.1016/j.newast.2016.08.016
199,@ARTICLE{2017NewA...51...59L,yes,no,2017NewA...51...59L,10.1016/j.newast.2016.08.008
200,@ARTICLE{2017NewA...51...15M,yes,no,2017NewA...51...15M,10.1016/j.newast.2016.08.001
201,@ARTICLE{2017NewA...51....1L,no,no,2017NewA...51....1L,10.1016/j.newast.2016.08.003
202,@ARTICLE{2017NatPh..13..510Y,yes,no,2017NatPh..13..510Y,10.1038/nphys4025
203,@ARTICLE{2017MNRAS.465L..74W,yes,no,2017MNRAS.465L..74W,10.1093/mnrasl/slw192
204,@ARTICLE{2017MNRAS.465.2411M,yes,no,2017MNRAS.465.2411M,10.1093/mnras/stw2924
205,@ARTICLE{2017MNRAS.465.1995M,no,no,2017MNRAS.465.1995M,10.1093/mnras/stw2597
206,@ARTICLE{2017MNRAS.465.1807M,yes,no,2017MNRAS.465.1807M,10.1093/mnras/stw2751
207,@ARTICLE{2017MNRAS.465.1586F,no,no,2017MNRAS.465.1586F,10.1093/mnras/stw2861
208,@ARTICLE{2017MNRAS.465.1563R,no,no,2017MNRAS.465.1563R,10.1093/mnras/stw2830
209,@ARTICLE{2017MNRAS.465.1348G,no,no,2017MNRAS.465.1348G,10.1093/mnras/stw2803
210,@ARTICLE{2017MNRAS.465..672M,no,no,2017MNRAS.465..672M,10.1093/mnras/stw2728
211,@ARTICLE{2017MNRAS.465..403G,yes,no,2017MNRAS.465..403G,10.1093/mnras/stw2708
212,@ARTICLE{2017MNRAS.464.4666G,no,no,2017MNRAS.464.4666G,10.1093/mnras/stw2715
213,@ARTICLE{2017MNRAS.464.4611F,yes,no,2017MNRAS.464.4611F,10.1093/mnras/stw2604
214,@ARTICLE{2017MNRAS.464.4227R,yes,no,2017MNRAS.464.4227R,10.1093/mnras/stw2635
215,@ARTICLE{2017MNRAS.464.3972L,yes,no,2017MNRAS.464.3972L,10.1093/mnras/stw2652
216,@ARTICLE{2017MNRAS.464.3920S,yes,no,2017MNRAS.464.3920S,10.1093/mnras/stw2623
217,@ARTICLE{2017JCAP...02..007B,no,no,2017JCAP...02..007B,10.1088/1475-7516/2017/02/007
218,@ARTICLE{2017ApJ...836..242D,yes,no,2017ApJ...836..242D,10.3847/1538-4357/aa5c3c
219,@ARTICLE{2017ApJ...836..237N,no,no,2017ApJ...836..237N,10.3847/1538-4357/aa5cb4
220,@ARTICLE{2017ApJ...836..234S,no,no,2017ApJ...836..234S,10.3847/1538-4357/aa5eb4
221,@ARTICLE{2017ApJ...836..209R,yes,no,2017ApJ...836..209R,10.3847/1538-4357/aa5da5
222,@ARTICLE{2017ApJ...836..201D,yes,no,2017ApJ...836..201D,10.3847/1538-4357/aa5abf
223,@ARTICLE{2017ApJ...836..198P,yes,no,2017ApJ...836..198P,10.3847/1538-4357/836/2/198
224,@ARTICLE{2017ApJ...836..194P,no,no,2017ApJ...836..194P,10.3847/1538-4357/aa5c33
225,@ARTICLE{2017ApJ...836..182J,yes,no,2017ApJ...836..182J,10.3847/1538-4357/836/2/182
226,@ARTICLE{2017ApJ...836..170C,yes,no,2017ApJ...836..170C,10.3847/1538-4357/aa5ca5
227,@ARTICLE{2017ApJ...836..167D,no,no,2017ApJ...836..167D,10.3847/1538-4357/836/2/167
228,@ARTICLE{2017ApJ...836..165A,yes,no,2017ApJ...836..165A,10.3847/1538-4357/836/2/165
229,@ARTICLE{2017ApJ...836..132J,yes,no,2017ApJ...836..132J,10.3847/1538-4357/aa5b95
230,@ARTICLE{2017ApJ...836..128J,yes,no,2017ApJ...836..128J,10.3847/1538-4357/836/1/128
231,@ARTICLE{2017ApJ...836..127F,no,no,2017ApJ...836..127F,10.3847/1538-4357/836/1/127
232,@ARTICLE{2017ApJ...836..124D,no,no,2017ApJ...836..124D,10.3847/1538-4357/836/1/124
233,@ARTICLE{2017ApJ...836...99L,no,no,2017ApJ...836...99L,10.3847/1538-4357/836/1/99
234,@ARTICLE{2017ApJ...836...98J,yes,no,2017ApJ...836...98J,10.3847/1538-4357/836/1/98
235,@ARTICLE{2017ApJ...836...96M,yes,no,2017ApJ...836...96M,10.3847/1538-4357/836/1/96
236,@ARTICLE{2017ApJ...836...92D,yes,no,2017ApJ...836...92D,10.3847/1538-4357/836/1/92
237,@ARTICLE{2017ApJ...836...67H,yes,no,2017ApJ...836...67H,10.3847/1538-4357/836/1/67
238,@ARTICLE{2017ApJ...836...64H,yes,no,2017ApJ...836...64H,10.3847/1538-4357/aa582e
239,@ARTICLE{2017ApJ...836...41C,no,no,2017ApJ...836...41C,10.3847/1538-4357/836/1/41
240,@ARTICLE{2017ApJ...836....5H,no,no,2017ApJ...836....5H,10.3847/1538-4357/836/1/5
241,@ARTICLE{2017ApJ...835..279F,yes,no,2017ApJ...835..279F,10.3847/1538-4357/835/2/279
242,@ARTICLE{2017ApJ...835..264R,no,no,2017ApJ...835..264R,10.3847/1538-4357/835/2/264
243,@ARTICLE{2017ApJ...835..259Y,yes,no,2017ApJ...835..259Y,10.3847/1538-4357/835/2/259
244,@ARTICLE{2017ApJ...835..239S,yes,no,2017ApJ...835..239S,10.3847/1538-4357/835/2/239
245,@ARTICLE{2017ApJ...835..209N,yes,no,2017ApJ...835..209N,10.3847/1538-4357/835/2/209
246,@ARTICLE{2017ApJ...835..183C,yes,no,2017ApJ...835..183C,10.3847/1538-4357/835/2/183
247,@ARTICLE{2017ApJ...835..173S,yes,no,2017ApJ...835..173S,10.3847/1538-4357/835/2/173
248,@ARTICLE{2017ApJ...835..171S,yes,no,2017ApJ...835..171S,10.3847/1538-4357/835/2/171
249,@ARTICLE{2017ApJ...835..168D,yes,no,2017ApJ...835..168D,10.3847/1538-4357/835/2/168
250,@ARTICLE{2017Ap&SS.362...25M,no,no,2017Ap&SS.362...25M,
251,@ARTICLE{2017AJ....153...61S,yes,no,2017AJ....153...61S,10.3847/1538-3881/153/2/61
252,@ARTICLE{2017AJ....153...57Z,no,no,2017AJ....153...57Z,10.3847/1538-3881/153/2/57
253,@ARTICLE{2017AJ....153...54P,yes,no,2017AJ....153...54P,10.3847/1538-3881/153/2/54
254,@ARTICLE{2017A&A...598A.125R,yes,no,2017A&A...598A.125R,
255,@ARTICLE{2017A&A...598A.108L,yes,no,2017A&A...598A.108L,
256,@ARTICLE{2017A&A...598A..81M,yes,no,2017A&A...598A..81M,
257,@ARTICLE{2017A&A...598A..68O,yes,no,2017A&A...598A..68O,
258,@ARTICLE{2017A&A...598A..58H,yes,no,2017A&A...598A..58H,
259,@ARTICLE{2017A&A...598A..43C,no,no,2017A&A...598A..43C,
260,@ARTICLE{2017A&A...598A..29S,yes,no,2017A&A...598A..29S,
261,@ARTICLE{2017A&A...598A...5P,yes,no,2017A&A...598A...5P,
262,@ARTICLE{2017RSOS....460652K,yes,no,2017RSOS....460652K,10.1098/rsos.160652
263,@ARTICLE{2017RAA....17...10W,yes,no,2017RAA....17...10W,10.1088/1674-4527/17/1/10
264,@ARTICLE{2017PASP..129a2001B,yes,no,2017PASP..129a2001B,10.1088/1538-3873/129/971/012001
265,@ARTICLE{2017PASJ...69...12N,yes,no,2017PASJ...69...12N,10.1093/pasj/psw116
266,@ARTICLE{2017PASA...34....4R,yes,no,2017PASA...34....4R,10.1017/pasa.2016.59
