,article,2mass,skrutskie,bibcode,doi
280,@ARTICLE{2017ApJ...835...83S,yes,yes,2017ApJ...835...83S,10.3847/1538-4357/835/1/83
281,@ARTICLE{2017ApJ...835...81B,yes,yes,2017ApJ...835...81B,10.3847/1538-4357/835/1/81
282,@ARTICLE{2017ApJ...835...77M,yes,yes,2017ApJ...835...77M,10.3847/1538-4357/835/1/77
283,@ARTICLE{2017ApJ...835...61Z,yes,yes,2017ApJ...835...61Z,10.3847/1538-4357/835/1/61
284,@ARTICLE{2017ApJ...835...16D,yes,yes,2017ApJ...835...16D,10.3847/1538-4357/835/1/16
285,@ARTICLE{2017ApJ...834..185K,yes,yes,2017ApJ...834..185K,10.3847/1538-4357/834/2/185
286,@ARTICLE{2017ApJ...834..176N,yes,yes,2017ApJ...834..176N,10.3847/1538-4357/834/2/176
287,@ARTICLE{2017ApJ...834..141O,no,yes,2017ApJ...834..141O,10.3847/1538-4357/834/2/141
288,@ARTICLE{2017ApJ...834..137L,yes,yes,2017ApJ...834..137L,10.3847/1538-4357/834/2/137
289,@ARTICLE{2017ApJ...834..122G,yes,yes,2017ApJ...834..122G,10.3847/1538-4357/834/2/122
290,@ARTICLE{2017ApJ...834..119A,yes,yes,2017ApJ...834..119A,10.3847/1538-4357/834/2/119
291,@ARTICLE{2017ApJ...834...74S,yes,yes,2017ApJ...834...74S,10.3847/1538-4357/834/1/74
292,@ARTICLE{2017ApJ...834...71V,yes,yes,2017ApJ...834...71V,10.3847/1538-4357/834/1/71
293,@ARTICLE{2017ApJ...834...41K,yes,yes,2017ApJ...834...41K,10.3847/1538-4357/834/1/41
294,@ARTICLE{2017ApJ...834...22D,yes,yes,2017ApJ...834...22D,10.3847/1538-4357/834/1/22
295,@ARTICLE{2017ApJ...834....7S,yes,yes,2017ApJ...834....7S,10.3847/1538-4357/834/1/7
296,@ARTICLE{2017AN....338...61M,yes,yes,2017AN....338...61M,10.1002/asna.201613204
297,@ARTICLE{2017AN....338...49K,yes,yes,2017AN....338...49K,10.1002/asna.201613053
298,@ARTICLE{2017AN....338...46G,yes,yes,2017AN....338...46G,
299,@ARTICLE{2017AJ....153...46L,yes,yes,2017AJ....153...46L,10.3847/1538-3881/153/1/46
300,@ARTICLE{2017AJ....153...18B,yes,yes,2017AJ....153...18B,10.3847/1538-3881/153/1/18
301,@ARTICLE{2017AJ....153...16S,yes,yes,2017AJ....153...16S,10.3847/1538-3881/153/1/16
302,@ARTICLE{2017AJ....153...14W,yes,yes,2017AJ....153...14W,10.3847/1538-3881/153/1/14
303,@ARTICLE{2017AJ....153....5J,yes,yes,2017AJ....153....5J,10.3847/1538-3881/153/1/5
304,@ARTICLE{2017A&C....18...47M,yes,yes,2017A&C....18...47M,
305,@ARTICLE{2017A&C....18....1B,yes,yes,2017A&C....18....1B,
306,@ARTICLE{2017A&A...597A..92K,yes,yes,2017A&A...597A..92K,
307,@ARTICLE{2017A&A...597A..89P,yes,yes,2017A&A...597A..89P,
308,@ARTICLE{2017A&A...597A..79P,yes,yes,2017A&A...597A..79P,
309,@ARTICLE{2017A&A...597A..33T,yes,yes,2017A&A...597A..33T,
310,@ARTICLE{2017A&A...597A..24R,no,yes,2017A&A...597A..24R,
311,@ARTICLE{2017A&A...597A..18T,yes,yes,2017A&A...597A..18T,
312,@ARTICLE{2017A&A...597A..15D,yes,yes,2017A&A...597A..15D,
