,article,2mass,skrutskie,bibcode,doi
138,@ARTICLE{2017MNRAS.471.2059V,yes,yes,2017MNRAS.471.2059V,10.1093/mnras/stx1685
139,@ARTICLE{2017MNRAS.471.2022T,no,yes,2017MNRAS.471.2022T,10.1093/mnras/stx1656
140,@ARTICLE{2017MNRAS.471.1728L,no,yes,2017MNRAS.471.1728L,10.1093/mnras/stx1786
141,@ARTICLE{2017MNRAS.471.1634H,yes,yes,2017MNRAS.471.1634H,10.1093/mnras/stx1672
142,@ARTICLE{2017MNRAS.471.1045C,yes,yes,2017MNRAS.471.1045C,10.1093/mnras/stx1631
143,@ARTICLE{2017MNRAS.471..976P,no,yes,2017MNRAS.471..976P,10.1093/mnras/stx1610
144,@ARTICLE{2017MNRAS.471..962S,yes,yes,2017MNRAS.471..962S,10.1093/mnras/stx1606
145,@ARTICLE{2017MNRAS.471..877K,yes,yes,2017MNRAS.471..877K,10.1093/mnras/stx1541
146,@ARTICLE{2017MNRAS.471..839A,yes,yes,2017MNRAS.471..839A,10.1093/mnras/stx1529
147,@ARTICLE{2017MNRAS.471..722H,yes,yes,2017MNRAS.471..722H,10.1093/mnras/stx1655
148,@ARTICLE{2017MNRAS.471..706J,yes,yes,2017MNRAS.471..706J,10.1093/mnras/stx1634
149,@ARTICLE{2017MNRAS.471..617B,yes,yes,2017MNRAS.471..617B,10.1093/mnras/stx1476
150,@ARTICLE{2017MNRAS.471..404K,no,yes,2017MNRAS.471..404K,10.1093/mnras/stx1594
151,@ARTICLE{2017MNRAS.471..394M,no,yes,2017MNRAS.471..394M,10.1093/mnras/stx1557
152,@ARTICLE{2017MNRAS.470.5014S,no,yes,2017MNRAS.470.5014S,10.1093/mnras/stx1614
153,@ARTICLE{2017MNRAS.470.4956S,yes,yes,2017MNRAS.470.4956S,10.1093/mnras/stx1536
154,@ARTICLE{2017MNRAS.470.4512W,yes,yes,2017MNRAS.470.4512W,10.1093/mnras/stx1303
155,@ARTICLE{2017MNRAS.470.4408K,yes,yes,2017MNRAS.470.4408K,10.1093/mnras/stx1498
156,@ARTICLE{2017MNRAS.470.4274T,no,yes,2017MNRAS.470.4274T,10.1093/mnras/stx1508
157,@ARTICLE{2017MNRAS.470.4112G,yes,yes,2017MNRAS.470.4112G,10.1093/mnras/stx1456
158,@ARTICLE{2017MNRAS.470.3882T,yes,yes,2017MNRAS.470.3882T,10.1093/mnras/stx1375
159,@ARTICLE{2017BAAA...59..167O,yes,yes,2017BAAA...59..167O,
160,@ARTICLE{2017BAAA...59..118C,yes,yes,2017BAAA...59..118C,
161,@ARTICLE{2017BAAA...59..112B,yes,yes,2017BAAA...59..112B,
162,@ARTICLE{2017ARep...61..871D,no,yes,2017ARep...61..871D,10.1134/S1063772917090013
163,@ARTICLE{2017ApJ...848L..31H,no,yes,2017ApJ...848L..31H,10.3847/2041-8213/aa9110
164,@ARTICLE{2017ApJ...848L..22B,yes,yes,2017ApJ...848L..22B,10.3847/2041-8213/aa9055
165,@ARTICLE{2017ApJ...848L..17C,yes,yes,2017ApJ...848L..17C,10.3847/2041-8213/aa8fc7
166,@ARTICLE{2017ApJ...848L..12A,yes,yes,2017ApJ...848L..12A,10.3847/2041-8213/aa91c9
167,@ARTICLE{2017ApJ...848..126S,yes,yes,2017ApJ...848..126S,10.3847/1538-4357/aa88ca
168,@ARTICLE{2017ApJ...848...87C,yes,yes,2017ApJ...848...87C,10.3847/1538-4357/aa8a6d
169,@ARTICLE{2017ApJ...848...83L,no,yes,2017ApJ...848...83L,10.3847/1538-4357/aa7ff0
170,@ARTICLE{2017ApJ...848...80M,yes,yes,2017ApJ...848...80M,10.3847/1538-4357/aa8d15
171,@ARTICLE{2017ApJ...848...61B,yes,yes,2017ApJ...848...61B,10.3847/1538-4357/aa8c76
172,@ARTICLE{2017ApJ...848...37C,no,yes,2017ApJ...848...37C,10.3847/1538-4357/aa8ad5
173,@ARTICLE{2017ApJ...848...34H,yes,yes,2017ApJ...848...34H,10.3847/1538-4357/aa8b0f
174,@ARTICLE{2017ApJ...848...16B,yes,yes,2017ApJ...848...16B,10.3847/1538-4357/aa8a63
175,@ARTICLE{2017ApJ...848...11B,yes,yes,2017ApJ...848...11B,10.3847/1538-4357/aa8bb6
176,@ARTICLE{2017ApJ...848....9S,yes,yes,2017ApJ...848....9S,10.3847/1538-4357/aa88aa
177,@ARTICLE{2017ApJ...847L..18S,yes,yes,2017ApJ...847L..18S,10.3847/2041-8213/aa8bff
178,@ARTICLE{2017ApJ...847..123P,yes,yes,2017ApJ...847..123P,10.3847/1538-4357/aa8623
179,@ARTICLE{2017ApJ...847..122G,yes,yes,2017ApJ...847..122G,10.3847/1538-4357/aa83b8
180,@ARTICLE{2017ApJ...847..105R,no,yes,2017ApJ...847..105R,10.3847/1538-4357/aa8909
181,@ARTICLE{2017ApJ...847..100L,no,yes,2017ApJ...847..100L,10.3847/1538-4357/aa87b5
182,@ARTICLE{2017Ap&SS.362..193F,yes,yes,2017Ap&SS.362..193F,
183,@ARTICLE{2017AJ....154..165B,yes,yes,2017AJ....154..165B,10.3847/1538-3881/aa88bd
184,@ARTICLE{2017AJ....154..149Y,yes,yes,2017AJ....154..149Y,10.3847/1538-3881/aa86f1
185,@ARTICLE{2017AJ....154..138N,yes,yes,2017AJ....154..138N,10.3847/1538-3881/aa83b7
186,@ARTICLE{2017A&C....21...22S,yes,yes,2017A&C....21...22S,
187,@ARTICLE{2017A&A...607A..22R,no,yes,2017A&A...607A..22R,
188,@ARTICLE{2017A&A...607A...3M,yes,yes,2017A&A...607A...3M,
189,@ARTICLE{2017A&A...606A.123H,no,yes,2017A&A...606A.123H,
190,@ARTICLE{2017A&A...606A.112S,yes,yes,2017A&A...606A.112S,
191,@ARTICLE{2017A&A...606A.100L,yes,yes,2017A&A...606A.100L,
192,@ARTICLE{2017A&A...606A..91S,yes,yes,2017A&A...606A..91S,
193,@ARTICLE{2017A&A...606A..88T,yes,yes,2017A&A...606A..88T,
194,@ARTICLE{2017A&A...606A..73T,no,yes,2017A&A...606A..73T,
195,@ARTICLE{2017A&A...606A..42K,yes,yes,2017A&A...606A..42K,
196,@ARTICLE{2017A&A...606A..33S,yes,yes,2017A&A...606A..33S,
197,@ARTICLE{2017A&A...606A..29P,no,yes,2017A&A...606A..29P,
198,@ARTICLE{2017A&A...606A..23B,yes,yes,2017A&A...606A..23B,
199,@ARTICLE{2017RAA....17..101A,no,yes,2017RAA....17..101A,10.1088/1674-4527/17/10/101
200,@ARTICLE{2017PASP..129i4202Y,no,yes,2017PASP..129i4202Y,10.1088/1538-3873/aa7a99
201,@ARTICLE{2017Natur.549..238S,no,yes,2017Natur.549..238S,10.1038/nature23651
202,@ARTICLE{2017MNRAS.470.3606H,yes,yes,2017MNRAS.470.3606H,10.1093/mnras/stx1378
203,@ARTICLE{2017MNRAS.470.3532V,no,yes,2017MNRAS.470.3532V,10.1093/mnras/stx1324
204,@ARTICLE{2017MNRAS.470.2870N,no,yes,2017MNRAS.470.2870N,10.1093/mnras/stx1256
205,@ARTICLE{2017MNRAS.470.2328M,no,yes,2017MNRAS.470.2328M,10.1093/mnras/stx931
206,@ARTICLE{2017MNRAS.470.2212O,no,yes,2017MNRAS.470.2212O,10.1093/mnras/stx1355
207,@ARTICLE{2017MNRAS.470.2152M,no,yes,2017MNRAS.470.2152M,10.1093/mnras/stx1296
208,@ARTICLE{2017MNRAS.470.2133M,yes,yes,2017MNRAS.470.2133M,10.1093/mnras/stx1295
209,@ARTICLE{2017MNRAS.470.1971V,yes,yes,2017MNRAS.470.1971V,10.1093/mnras/stx1359
210,@ARTICLE{2017MNRAS.470.1274M,no,yes,2017MNRAS.470.1274M,10.1093/mnras/stx1323
211,@ARTICLE{2017MNRAS.470.1233P,no,yes,2017MNRAS.470.1233P,10.1093/mnras/stx1293
212,@ARTICLE{2017MNRAS.470..992R,yes,yes,2017MNRAS.470..992R,10.1093/mnras/stx1308
213,@ARTICLE{2017MNRAS.470..964R,yes,yes,2017MNRAS.470..964R,10.1093/mnras/stx1287
214,@ARTICLE{2017MNRAS.470..626M,yes,yes,2017MNRAS.470..626M,10.1093/mnras/stx1071
215,@ARTICLE{2017MNRAS.470..445N,no,yes,2017MNRAS.470..445N,10.1093/mnras/stx1225
216,@ARTICLE{2017MNRAS.470..283W,no,yes,2017MNRAS.470..283W,10.1093/mnras/stx1149
217,@ARTICLE{2017Galax...5...49R,no,yes,2017Galax...5...49R,10.3390/galaxies5030049
218,@ARTICLE{2017ApJS..232...13C,no,yes,2017ApJS..232...13C,10.3847/1538-4365/aa85e6
219,@ARTICLE{2017ApJS..232...10C,yes,yes,2017ApJS..232...10C,10.3847/1538-4365/aa8553
220,@ARTICLE{2017ApJS..232....2X,yes,yes,2017ApJS..232....2X,10.3847/1538-4365/aa80e4
221,@ARTICLE{2017ApJ...847L..11C,no,yes,2017ApJ...847L..11C,10.3847/2041-8213/aa8acd
222,@ARTICLE{2017ApJ...847L...9H,yes,yes,2017ApJ...847L...9H,10.3847/2041-8213/aa894b
223,@ARTICLE{2017ApJ...847...74Z,yes,yes,2017ApJ...847...74Z,10.3847/1538-4357/aa88c7
224,@ARTICLE{2017ApJ...847...49M,yes,yes,2017ApJ...847...49M,10.3847/1538-4357/aa86b2
225,@ARTICLE{2017ApJ...847...44Q,yes,yes,2017ApJ...847...44Q,10.3847/1538-4357/aa8728
226,@ARTICLE{2017ApJ...847...42D,no,yes,2017ApJ...847...42D,10.3847/1538-4357/aa8767
227,@ARTICLE{2017ApJ...847...41C,yes,yes,2017ApJ...847...41C,10.3847/1538-4357/aa876a
228,@ARTICLE{2017ApJ...847...33C,no,yes,2017ApJ...847...33C,10.3847/1538-4357/aa88c5
229,@ARTICLE{2017ApJ...847...31M,no,yes,2017ApJ...847...31M,10.3847/1538-4357/aa8906
230,@ARTICLE{2017ApJ...847....4G,yes,yes,2017ApJ...847....4G,10.3847/1538-4357/aa8626
231,@ARTICLE{2017ApJ...846L..10P,no,yes,2017ApJ...846L..10P,10.3847/2041-8213/aa8773
232,@ARTICLE{2017ApJ...846L...2F,yes,yes,2017ApJ...846L...2F,10.3847/2041-8213/aa8032
233,@ARTICLE{2017ApJ...846L...1D,yes,yes,2017ApJ...846L...1D,10.3847/2041-8213/aa85dd
234,@ARTICLE{2017ApJ...846..166L,yes,yes,2017ApJ...846..166L,10.3847/1538-4357/aa8563
235,@ARTICLE{2017ApJ...846..156M,yes,yes,2017ApJ...846..156M,10.3847/1538-4357/aa872c
236,@ARTICLE{2017ApJ...846..141H,no,yes,2017ApJ...846..141H,10.3847/1538-4357/aa87b4
237,@ARTICLE{2017ApJ...846..121L,no,yes,2017ApJ...846..121L,10.3847/1538-4357/aa81c8
238,@ARTICLE{2017ApJ...846...97G,no,yes,2017ApJ...846...97G,10.3847/1538-4357/aa844f
239,@ARTICLE{2017ApJ...846...75P,no,yes,2017ApJ...846...75P,10.3847/1538-4357/aa8596
240,@ARTICLE{2017ApJ...846...50M,yes,yes,2017ApJ...846...50M,10.3847/1538-4357/aa7d9f
241,@ARTICLE{2017ApJ...846...41W,no,yes,2017ApJ...846...41W,10.3847/1538-4357/aa8361
242,@ARTICLE{2017ApJ...846...39H,no,yes,2017ApJ...846...39H,10.3847/1538-4357/aa8460
243,@ARTICLE{2017ApJ...846...19R,no,yes,2017ApJ...846...19R,10.3847/1538-4357/aa81bf
244,@ARTICLE{2017AJ....154..129N,yes,yes,2017AJ....154..129N,10.3847/1538-3881/aa826b
245,@ARTICLE{2017AJ....154..123G,yes,yes,2017AJ....154..123G,10.3847/1538-3881/aa832a
246,@ARTICLE{2017AJ....154..122C,yes,yes,2017AJ....154..122C,10.3847/1538-3881/aa832d
247,@ARTICLE{2017AJ....154..112K,yes,yes,2017AJ....154..112K,10.3847/1538-3881/aa83b0
248,@ARTICLE{2017AJ....154..103B,no,yes,2017AJ....154..103B,10.3847/1538-3881/aa84b5
249,@ARTICLE{2017AJ....154..100H,yes,yes,2017AJ....154..100H,10.3847/1538-3881/aa803c
250,@ARTICLE{2017AJ....154...95H,no,yes,2017AJ....154...95H,10.3847/1538-3881/aa7f72
251,@ARTICLE{2017AJ....154...90U,yes,yes,2017AJ....154...90U,10.3847/1538-3881/aa816a
252,@ARTICLE{2017A&A...606A..14B,no,yes,2017A&A...606A..14B,
253,@ARTICLE{2017A&A...606A...8D,yes,yes,2017A&A...606A...8D,
254,@ARTICLE{2017A&A...605L..10E,yes,yes,2017A&A...605L..10E,
255,@ARTICLE{2017A&A...605A.128K,yes,yes,2017A&A...605A.128K,
256,@ARTICLE{2017A&A...605A.127P,yes,yes,2017A&A...605A.127P,
257,@ARTICLE{2017A&A...605A.123P,yes,yes,2017A&A...605A.123P,
258,@ARTICLE{2017A&A...605A.114M,yes,yes,2017A&A...605A.114M,
259,@ARTICLE{2017A&A...605A.107C,yes,yes,2017A&A...605A.107C,
260,@ARTICLE{2017A&A...605A.105C,yes,yes,2017A&A...605A.105C,
261,@ARTICLE{2017A&A...605A.100B,no,yes,2017A&A...605A.100B,
262,@ARTICLE{2017A&A...605A..86M,no,yes,2017A&A...605A..86M,
263,@ARTICLE{2017A&A...605A..85P,yes,yes,2017A&A...605A..85P,
264,@ARTICLE{2017A&A...605A..82M,yes,yes,2017A&A...605A..82M,
265,@ARTICLE{2017A&A...605A..79G,yes,yes,2017A&A...605A..79G,
266,@ARTICLE{2017A&A...605A..52M,yes,yes,2017A&A...605A..52M,
267,@ARTICLE{2017A&A...605A..35P,yes,yes,2017A&A...605A..35P,
268,@ARTICLE{2017A&A...605A..18C,no,yes,2017A&A...605A..18C,
269,@ARTICLE{2017A&A...605A...9C,no,yes,2017A&A...605A...9C,
270,@ARTICLE{2017RAA....17...79W,no,yes,2017RAA....17...79W,10.1088/1674-4527/17/8/79
271,@ARTICLE{2017PASP..129h4201F,yes,yes,2017PASP..129h4201F,10.1088/1538-3873/aa77e0
272,@ARTICLE{2017PASJ...69...67H,no,yes,2017PASJ...69...67H,10.1093/pasj/psx044
273,@ARTICLE{2017NewA...55...27S,yes,yes,2017NewA...55...27S,10.1016/j.newast.2017.03.004
274,@ARTICLE{2017NatAs...1E.184S,no,yes,2017NatAs...1E.184S,10.1038/s41550-017-0184
275,@ARTICLE{2017MNRAS.469.4341M,yes,yes,2017MNRAS.469.4341M,10.1093/mnras/stx1116
276,@ARTICLE{2017MNRAS.469.4175V,yes,yes,2017MNRAS.469.4175V,10.1093/mnras/stx1047
277,@ARTICLE{2017MNRAS.469.4116V,yes,yes,2017MNRAS.469.4116V,10.1093/mnras/stx1161
278,@ARTICLE{2017MNRAS.469.3901S,yes,yes,2017MNRAS.469.3901S,10.1093/mnras/stx1111
279,@ARTICLE{2017MNRAS.469.3564J,no,yes,2017MNRAS.469.3564J,10.1093/mnras/stx1009
280,@ARTICLE{2017MNRAS.469.3056S,yes,yes,2017MNRAS.469.3056S,10.1093/mnras/stx1105
281,@ARTICLE{2017MNRAS.469.2423M,no,yes,2017MNRAS.469.2423M,10.1093/mnras/stx1031
282,@ARTICLE{2017MNRAS.469.2335C,no,yes,2017MNRAS.469.2335C,10.1093/mnras/stx975
283,@ARTICLE{2017MNRAS.469.2089D,yes,yes,2017MNRAS.469.2089D,10.1093/mnras/stx745
284,@ARTICLE{2017MNRAS.469.1949L,no,yes,2017MNRAS.469.1949L,10.1093/mnras/stx995
285,@ARTICLE{2017MNRAS.469.1861P,yes,yes,2017MNRAS.469.1861P,10.1093/mnras/stx912
286,@ARTICLE{2017MNRAS.469.1360C,yes,yes,2017MNRAS.469.1360C,10.1093/mnras/stx876
287,@ARTICLE{2017JKAS...50..131S,yes,yes,2017JKAS...50..131S,10.5303/JKAS.2017.50.4.131
288,@ARTICLE{2017Galax...5...44J,yes,yes,2017Galax...5...44J,10.3390/galaxies5030044
289,@ARTICLE{2017Galax...5...42S,yes,yes,2017Galax...5...42S,10.3390/galaxies5030042
290,@ARTICLE{2017ARA&A..55..213S,no,yes,2017ARA&A..55..213S,
291,@ARTICLE{2017ApJS..231...16J,no,yes,2017ApJS..231...16J,10.3847/1538-4365/aa7de5
292,@ARTICLE{2017ApJS..231...15D,no,yes,2017ApJS..231...15D,10.3847/1538-4365/aa5e4c
293,@ARTICLE{2017ApJ...845..161A,no,yes,2017ApJ...845..161A,10.3847/1538-4357/aa8094
294,@ARTICLE{2017ApJ...845..152B,yes,yes,2017ApJ...845..152B,10.3847/1538-4357/aa81d2
295,@ARTICLE{2017ApJ...845..149M,yes,yes,2017ApJ...845..149M,10.3847/1538-4357/aa7d06
296,@ARTICLE{2017ApJ...845..146H,yes,yes,2017ApJ...845..146H,10.3847/1538-4357/aa7f73
297,@ARTICLE{2017ApJ...845..145W,no,yes,2017ApJ...845..145W,10.3847/1538-4357/aa8097
298,@ARTICLE{2017ApJ...845..127N,no,yes,2017ApJ...845..127N,10.3847/1538-4357/aa81d5
299,@ARTICLE{2017ApJ...845...72K,yes,yes,2017ApJ...845...72K,10.3847/1538-4357/aa7e75
300,@ARTICLE{2017ApJ...845...66R,no,yes,2017ApJ...845...66R,10.3847/1538-4357/aa7ede
301,@ARTICLE{2017ApJ...845...44T,no,yes,2017ApJ...845...44T,10.3847/1538-4357/aa7c62
302,@ARTICLE{2017ApJ...845...33G,no,yes,2017ApJ...845...33G,10.3847/1538-4357/aa7da0
303,@ARTICLE{2017ApJ...845...10F,yes,yes,2017ApJ...845...10F,10.3847/1538-4357/aa7d51
304,@ARTICLE{2017ApJ...845....5K,no,yes,2017ApJ...845....5K,10.3847/1538-4357/aa7cf9
305,@ARTICLE{2017ApJ...844..170T,yes,yes,2017ApJ...844..170T,10.3847/1538-4357/aa7d07
306,@ARTICLE{2017ApJ...844..168K,yes,yes,2017ApJ...844..168K,10.3847/1538-4357/aa7c60
307,@ARTICLE{2017ApJ...844..158S,no,yes,2017ApJ...844..158S,10.3847/1538-4357/aa78f1
308,@ARTICLE{2017ApJ...844..138K,yes,yes,2017ApJ...844..138K,10.3847/1538-4357/aa7dea
309,@ARTICLE{2017ApJ...844..118G,no,yes,2017ApJ...844..118G,10.3847/1538-4357/aa7b37
310,@ARTICLE{2017ApJ...844..102H,yes,yes,2017ApJ...844..102H,10.3847/1538-4357/aa75ca
311,@ARTICLE{2017ApJ...844...99L,no,yes,2017ApJ...844...99L,10.3847/1538-4357/aa78fc
312,@ARTICLE{2017AN....338..823G,no,yes,2017AN....338..823G,10.1002/asna.201713389
313,@ARTICLE{2017AN....338..794W,yes,yes,2017AN....338..794W,10.1002/asna.201713388
314,@ARTICLE{2017AJ....154...67M,no,yes,2017AJ....154...67M,10.3847/1538-3881/aa71ab
315,@ARTICLE{2017AJ....154...57H,yes,yes,2017AJ....154...57H,10.3847/1538-3881/aa77f2
316,@ARTICLE{2017AJ....154...52M,yes,yes,2017AJ....154...52M,10.3847/1538-3881/aa7a08
317,@ARTICLE{2017A&ARv..25....2P,no,yes,2017A&ARv..25....2P,
318,@ARTICLE{2017A&A...605A..12M,yes,yes,2017A&A...605A..12M,
319,@ARTICLE{2017A&A...605A...1R,no,yes,2017A&A...605A...1R,
320,@ARTICLE{2017A&A...604L...6V,yes,yes,2017A&A...604L...6V,
321,@ARTICLE{2017A&A...604A.127M,yes,yes,2017A&A...604A.127M,
322,@ARTICLE{2017A&A...604A.121F,yes,yes,2017A&A...604A.121F,
323,@ARTICLE{2017A&A...604A.120N,no,yes,2017A&A...604A.120N,
324,@ARTICLE{2017A&A...604A.105T,yes,yes,2017A&A...604A.105T,
325,@ARTICLE{2017A&A...604A..97L,yes,yes,2017A&A...604A..97L,
326,@ARTICLE{2017A&A...604A..87G,yes,yes,2017A&A...604A..87G,
327,@ARTICLE{2017A&A...604A..82C,yes,yes,2017A&A...604A..82C,
328,@ARTICLE{2017A&A...604A..74S,no,yes,2017A&A...604A..74S,
329,@ARTICLE{2017A&A...604A..67D,yes,yes,2017A&A...604A..67D,
330,@ARTICLE{2017A&A...604A..41K,yes,yes,2017A&A...604A..41K,
331,@ARTICLE{2017PASA...34...29K,yes,yes,2017PASA...34...29K,10.1017/pasa.2017.22
332,@ARTICLE{2017NewA...54...52B,yes,yes,2017NewA...54...52B,10.1016/j.newast.2017.01.007
333,@ARTICLE{2017NewA...54...30C,yes,yes,2017NewA...54...30C,10.1016/j.newast.2017.01.005
334,@ARTICLE{2017MPBu...44..270P,yes,yes,2017MPBu...44..270P,
335,@ARTICLE{2017MPBu...44..261C,yes,yes,2017MPBu...44..261C,
336,@ARTICLE{2017MPBu...44..223W,yes,yes,2017MPBu...44..223W,
337,@ARTICLE{2017MPBu...44..220W,yes,yes,2017MPBu...44..220W,
338,@ARTICLE{2017MPBu...44..213W,yes,yes,2017MPBu...44..213W,
339,@ARTICLE{2017MPBu...44..193O,yes,yes,2017MPBu...44..193O,
340,@ARTICLE{2017MPBu...44..186W,yes,yes,2017MPBu...44..186W,
341,@ARTICLE{2017MPBu...44..185F,yes,yes,2017MPBu...44..185F,
342,@ARTICLE{2017MNRAS.469L..78M,yes,yes,2017MNRAS.469L..78M,10.1093/mnrasl/slx051
343,@ARTICLE{2017MNRAS.469L..11D,yes,yes,2017MNRAS.469L..11D,10.1093/mnrasl/slx042
344,@ARTICLE{2017MNRAS.469..763A,yes,yes,2017MNRAS.469..763A,10.1093/mnras/stx812
345,@ARTICLE{2017MNRAS.469..721M,no,yes,2017MNRAS.469..721M,10.1093/mnras/stx872
346,@ARTICLE{2017MNRAS.469..579B,yes,yes,2017MNRAS.469..579B,10.1093/mnras/stx838
347,@ARTICLE{2017MNRAS.468.4938K,no,yes,2017MNRAS.468.4938K,10.1093/mnras/stx767
348,@ARTICLE{2017MNRAS.468.4725H,no,yes,2017MNRAS.468.4725H,10.1093/mnras/stx753
349,@ARTICLE{2017MNRAS.468.4702R,no,yes,2017MNRAS.468.4702R,10.1093/mnras/stx728
350,@ARTICLE{2017MNRAS.468.4663O,yes,yes,2017MNRAS.468.4663O,10.1093/mnras/stx631
351,@ARTICLE{2017MNRAS.468.4513M,yes,yes,2017MNRAS.468.4513M,10.1093/mnras/stx761
352,@ARTICLE{2017MNRAS.468.4362K,no,yes,2017MNRAS.468.4362K,10.1093/mnras/stx779
353,@ARTICLE{2017MNRAS.468.3949A,yes,yes,2017MNRAS.468.3949A,10.1093/mnras/stx678
354,@ARTICLE{2017MNRAS.468.3682M,no,yes,2017MNRAS.468.3682M,10.1093/mnras/stx708
355,@ARTICLE{2017MNRAS.468.3650K,no,yes,2017MNRAS.468.3650K,10.1093/mnras/stx691
356,@ARTICLE{2017MNRAS.468.3533E,no,yes,2017MNRAS.468.3533E,10.1093/mnras/stx598
357,@ARTICLE{2017MNRAS.468.3499D,no,yes,2017MNRAS.468.3499D,10.1093/mnras/stx440
358,@ARTICLE{2017MNRAS.468.3266R,yes,yes,2017MNRAS.468.3266R,10.1093/mnras/stx703
359,@ARTICLE{2017MNRAS.468.3042M,no,yes,2017MNRAS.468.3042M,10.1093/mnras/stx572
360,@ARTICLE{2017MNRAS.468.3024M,yes,yes,2017MNRAS.468.3024M,10.1093/mnras/stx704
361,@ARTICLE{2017MNRAS.468.2932G,yes,yes,2017MNRAS.468.2932G,10.1093/mnras/stx604
362,@ARTICLE{2017MNRAS.468.2850J,no,yes,2017MNRAS.468.2850J,10.1093/mnras/stx634
363,@ARTICLE{2017MNRAS.468.2684P,yes,yes,2017MNRAS.468.2684P,10.1093/mnras/stx616
364,@ARTICLE{2017JCAP...07..041D,yes,yes,2017JCAP...07..041D,10.1088/1475-7516/2017/07/041
365,@ARTICLE{2017Icar..290..134A,yes,yes,2017Icar..290..134A,10.1016/j.icarus.2017.02.015
366,@ARTICLE{2017CoSka..47..137C,yes,yes,2017CoSka..47..137C,
367,@ARTICLE{2017BlgAJ..27...83K,yes,yes,2017BlgAJ..27...83K,
368,@ARTICLE{2017AstL...43..452B,yes,yes,2017AstL...43..452B,10.1134/S1063773717070027
369,@ARTICLE{2017AstBu..72..286R,yes,yes,2017AstBu..72..286R,10.1134/S199034131703018X
370,@ARTICLE{2017AstBu..72..232B,yes,yes,2017AstBu..72..232B,10.1134/S1990341317030130
