,article,2mass,skrutskie,bibcode,doi
94,@ARTICLE{2017ApJ...849...23M,yes,yes,2017ApJ...849...23M,10.3847/1538-4357/aa8d75
95,@ARTICLE{2017ApJ...849...20E,yes,yes,2017ApJ...849...20E,10.3847/1538-4357/aa8e97
96,@ARTICLE{2017ApJ...849...13W,yes,yes,2017ApJ...849...13W,10.3847/1538-4357/aa901c
97,@ARTICLE{2017AJ....154..199N,yes,yes,2017AJ....154..199N,10.3847/1538-3881/aa8d1c
98,@ARTICLE{2017AJ....154..198Z,yes,yes,2017AJ....154..198Z,10.3847/1538-3881/aa8df9
99,@ARTICLE{2017AJ....154..191J,yes,yes,2017AJ....154..191J,10.3847/1538-3881/aa8b64
100,@ARTICLE{2017A&A...607A.135W,yes,yes,2017A&A...607A.135W,
101,@ARTICLE{2017A&A...607A.131D,yes,yes,2017A&A...607A.131D,
102,@ARTICLE{2017A&A...607A.105M,yes,yes,2017A&A...607A.105M,
103,@ARTICLE{2017A&A...607A..91H,yes,yes,2017A&A...607A..91H,
104,@ARTICLE{2017A&A...607A..44B,yes,yes,2017A&A...607A..44B,
105,@ARTICLE{2017RMxAA..53..507G,yes,yes,2017RMxAA..53..507G,
106,@ARTICLE{2017RMxAA..53..179G,yes,yes,2017RMxAA..53..179G,
107,@ARTICLE{2017PASJ...69...83M,no,yes,2017PASJ...69...83M,10.1093/pasj/psx076
108,@ARTICLE{2017PASJ...69...82M,yes,yes,2017PASJ...69...82M,10.1093/pasj/psx075
109,@ARTICLE{2017PASA...34...47D,yes,yes,2017PASA...34...47D,10.1017/pasa.2017.41
110,@ARTICLE{2017NewA...56...71C,yes,yes,2017NewA...56...71C,10.1016/j.newast.2017.04.011
111,@ARTICLE{2017NatAs...1..713T,yes,yes,2017NatAs...1..713T,10.1038/s41550-017-0228-8
112,@ARTICLE{2017MNRAS.471.2508S,yes,yes,2017MNRAS.471.2508S,10.1093/mnras/stx1732
113,@ARTICLE{2017MNRAS.471.2013A,yes,yes,2017MNRAS.471.2013A,10.1093/mnras/stx1650
114,@ARTICLE{2017MNRAS.471.1976G,yes,yes,2017MNRAS.471.1976G,10.1093/mnras/stx1602
115,@ARTICLE{2017MNRAS.471.1543H,no,yes,2017MNRAS.471.1543H,10.1093/mnras/stx1654
116,@ARTICLE{2017MNRAS.471.1428V,yes,yes,2017MNRAS.471.1428V,10.1093/mnras/stx1639
117,@ARTICLE{2017MNRAS.471..770M,yes,yes,2017MNRAS.471..770M,10.1093/mnras/stx1433
118,@ARTICLE{2017MNRAS.471..740O,yes,yes,2017MNRAS.471..740O,10.1093/mnras/stx1249
119,@ARTICLE{2017MNRAS.471..629M,yes,yes,2017MNRAS.471..629M,10.1093/mnras/stx1569
120,@ARTICLE{2017MNRAS.471...59L,yes,yes,2017MNRAS.471...59L,10.1093/mnras/stx1374
121,@ARTICLE{2017MNRAS.470.4885M,yes,yes,2017MNRAS.470.4885M,10.1093/mnras/stx1500
122,@ARTICLE{2017MNRAS.470.4815B,yes,yes,2017MNRAS.470.4815B,10.1093/mnras/stx1494
123,@ARTICLE{2017MNRAS.470.4600C,yes,yes,2017MNRAS.470.4600C,10.1093/mnras/stx1572
124,@ARTICLE{2017MNRAS.470.4285C,yes,yes,2017MNRAS.470.4285C,10.1093/mnras/stx1526
125,@ARTICLE{2017MNRAS.470.3937S,no,yes,2017MNRAS.470.3937S,10.1093/mnras/stx1485
126,@ARTICLE{2017MNRAS.470.3806N,yes,yes,2017MNRAS.470.3806N,10.1093/mnras/stx1377
127,@ARTICLE{2017BAAA...59...37O,yes,yes,2017BAAA...59...37O,
128,@ARTICLE{2017ApJ...848L..33A,yes,yes,2017ApJ...848L..33A,10.3847/2041-8213/aa910f
129,@ARTICLE{2017ApJ...848L..30P,yes,yes,2017ApJ...848L..30P,10.3847/2041-8213/aa9116
130,@ARTICLE{2017ApJ...848..106W,yes,yes,2017ApJ...848..106W,10.3847/1538-4357/aa8db7
131,@ARTICLE{2017ApJ...848..104S,yes,yes,2017ApJ...848..104S,10.3847/1538-4357/aa8e4c
132,@ARTICLE{2017ApJ...848...97R,yes,yes,2017ApJ...848...97R,10.3847/1538-4357/aa8c78
133,@ARTICLE{2017ApJ...848...51D,yes,yes,2017ApJ...848...51D,10.3847/1538-4357/aa8a79
134,@ARTICLE{2017ApJ...847..139T,yes,yes,2017ApJ...847..139T,10.3847/1538-4357/aa8998
135,@ARTICLE{2017ApJ...847..138B,no,yes,2017ApJ...847..138B,10.3847/1538-4357/aa89e2
136,@ARTICLE{2017ApJ...847..136B,yes,yes,2017ApJ...847..136B,10.3847/1538-4357/aa8ad2
137,@ARTICLE{2017ApJ...847..131M,yes,yes,2017ApJ...847..131M,10.3847/1538-4357/aa899c
138,@ARTICLE{2017ApJ...847..121A,yes,yes,2017ApJ...847..121A,10.3847/1538-4357/aa830e
139,@ARTICLE{2017ApJ...847..116G,yes,yes,2017ApJ...847..116G,10.3847/1538-4357/aa88ac
140,@ARTICLE{2017ApJ...847..108W,yes,yes,2017ApJ...847..108W,10.3847/1538-4357/aa88b6
141,@ARTICLE{2017ApJ...847...94S,yes,yes,2017ApJ...847...94S,10.3847/1538-4357/aa8954
142,@ARTICLE{2017AJ....154..155J,yes,yes,2017AJ....154..155J,10.3847/1538-3881/aa86ac
143,@ARTICLE{2017AJ....154..151B,yes,yes,2017AJ....154..151B,10.3847/1538-3881/aa8457
144,@ARTICLE{2017AJ....154..150A,yes,yes,2017AJ....154..150A,10.3847/1538-3881/aa8364
145,@ARTICLE{2017AJ....154..147D,yes,yes,2017AJ....154..147D,10.3847/1538-3881/aa880b
146,@ARTICLE{2017AJ....154..134E,yes,yes,2017AJ....154..134E,10.3847/1538-3881/aa859b
147,@ARTICLE{2017A&A...606L...8K,yes,yes,2017A&A...606L...8K,
148,@ARTICLE{2017A&A...606A.110I,yes,yes,2017A&A...606A.110I,
149,@ARTICLE{2017A&A...606A..97N,yes,yes,2017A&A...606A..97N,
150,@ARTICLE{2017A&A...606A..65C,yes,yes,2017A&A...606A..65C,
151,@ARTICLE{2017A&A...606A..39S,yes,yes,2017A&A...606A..39S,
152,@ARTICLE{2017RAA....17..105Z,no,yes,2017RAA....17..105Z,10.1088/1674-4527/17/10/105
153,@ARTICLE{2017RAA....17...96L,yes,yes,2017RAA....17...96L,10.1088/1674-4527/17/9/96
154,@ARTICLE{2017PASA...34...41N,no,yes,2017PASA...34...41N,10.1017/pasa.2017.32
155,@ARTICLE{2017MNRAS.470L..97G,yes,yes,2017MNRAS.470L..97G,10.1093/mnrasl/slx083
156,@ARTICLE{2017MNRAS.470.3765M,yes,yes,2017MNRAS.470.3765M,10.1093/mnras/stx1443
157,@ARTICLE{2017MNRAS.470.3250J,yes,yes,2017MNRAS.470.3250J,10.1093/mnras/stx1101
158,@ARTICLE{2017MNRAS.470.2982L,yes,yes,2017MNRAS.470.2982L,10.1093/mnras/stx1462
159,@ARTICLE{2017MNRAS.470.2702K,yes,yes,2017MNRAS.470.2702K,10.1093/mnras/stx1182
160,@ARTICLE{2017MNRAS.470.1703D,yes,yes,2017MNRAS.470.1703D,10.1093/mnras/stx1322
161,@ARTICLE{2017MNRAS.470.1593R,yes,yes,2017MNRAS.470.1593R,10.1093/mnras/stx1237
162,@ARTICLE{2017MNRAS.470.1559S,yes,yes,2017MNRAS.470.1559S,10.1093/mnras/stx1340
163,@ARTICLE{2017MNRAS.470.1526A,no,yes,2017MNRAS.470.1526A,10.1093/mnras/stx1262
164,@ARTICLE{2017MNRAS.470.1360B,yes,yes,2017MNRAS.470.1360B,10.1093/mnras/stx1277
165,@ARTICLE{2017MNRAS.470.1177B,yes,yes,2017MNRAS.470.1177B,10.1093/mnras/stx1246
166,@ARTICLE{2017MNRAS.470.1107L,yes,yes,2017MNRAS.470.1107L,10.1093/mnras/stx908
167,@ARTICLE{2017MNRAS.470..915K,yes,yes,2017MNRAS.470..915K,10.1093/mnras/stx1241
168,@ARTICLE{2017MNRAS.470..481T,yes,yes,2017MNRAS.470..481T,10.1093/mnras/stx1258
169,@ARTICLE{2017MNRAS.470..466S,yes,yes,2017MNRAS.470..466S,10.1093/mnras/stx1247
170,@ARTICLE{2017MNRAS.470..202B,yes,yes,2017MNRAS.470..202B,10.1093/mnras/stx1034
171,@ARTICLE{2017ApJS..232...16Y,yes,yes,2017ApJS..232...16Y,10.3847/1538-4365/aa88a9
172,@ARTICLE{2017ApJS..232....4T,yes,yes,2017ApJS..232....4T,10.3847/1538-4365/aa826a
173,@ARTICLE{2017ApJ...847...60K,yes,yes,2017ApJ...847...60K,10.3847/1538-4357/aa705a
174,@ARTICLE{2017ApJ...846...93S,yes,yes,2017ApJ...846...93S,10.3847/1538-4357/aa859d
175,@ARTICLE{2017ApJ...846...14B,yes,yes,2017ApJ...846...14B,10.3847/1538-4357/aa830c
176,@ARTICLE{2017Ap&SS.362..175X,yes,yes,2017Ap&SS.362..175X,
177,@ARTICLE{2017AJ....154..126D,yes,yes,2017AJ....154..126D,10.3847/1538-3881/aa8450
178,@ARTICLE{2017AJ....154..125M,yes,yes,2017AJ....154..125M,10.3847/1538-3881/aa8453
179,@ARTICLE{2017AJ....154..124C,yes,yes,2017AJ....154..124C,10.3847/1538-3881/aa8464
180,@ARTICLE{2017AJ....154..118S,yes,yes,2017AJ....154..118S,10.3847/1538-3881/aa83b5
181,@ARTICLE{2017AJ....154..108J,yes,yes,2017AJ....154..108J,10.3847/1538-3881/aa80e7
182,@ARTICLE{2017AJ....154..102U,yes,yes,2017AJ....154..102U,10.3847/1538-3881/aa79a8
183,@ARTICLE{2017AJ....154...94M,yes,yes,2017AJ....154...94M,10.3847/1538-3881/aa784d
184,@ARTICLE{2017AJ....154...87K,yes,yes,2017AJ....154...87K,10.3847/1538-3881/aa76e8
185,@ARTICLE{2017AcA....67..225T,yes,yes,2017AcA....67..225T,10.32023/0001-5237/67.3.2
186,@ARTICLE{2017A&A...605A.115S,yes,yes,2017A&A...605A.115S,
187,@ARTICLE{2017A&A...605A.109V,yes,yes,2017A&A...605A.109V,
188,@ARTICLE{2017A&A...605A..99T,yes,yes,2017A&A...605A..99T,
189,@ARTICLE{2017A&A...605A..98C,yes,yes,2017A&A...605A..98C,
190,@ARTICLE{2017A&A...605A..74K,yes,yes,2017A&A...605A..74K,
191,@ARTICLE{2017A&A...605A..46M,yes,yes,2017A&A...605A..46M,
192,@ARTICLE{2017Sci...357..680V,yes,yes,2017Sci...357..680V,10.1126/science.aam8378
193,@ARTICLE{2017PASJ...69...66K,yes,yes,2017PASJ...69...66K,10.1093/pasj/psx041
194,@ARTICLE{2017MNRAS.469.4949M,yes,yes,2017MNRAS.469.4949M,10.1093/mnras/stx1213
195,@ARTICLE{2017MNRAS.469.2886D,yes,yes,2017MNRAS.469.2886D,10.1093/mnras/stx860
196,@ARTICLE{2017MNRAS.469.2531B,yes,yes,2017MNRAS.469.2531B,10.1093/mnras/stx881
197,@ARTICLE{2017MNRAS.469.2387P,yes,yes,2017MNRAS.469.2387P,10.1093/mnras/stx1018
198,@ARTICLE{2017MNRAS.469.1545F,yes,yes,2017MNRAS.469.1545F,10.1093/mnras/stx938
199,@ARTICLE{2017MNRAS.469.1330A,yes,yes,2017MNRAS.469.1330A,10.1093/mnras/stx783
200,@ARTICLE{2017AstL...43..545G,yes,yes,2017AstL...43..545G,10.1134/S1063773717060044
201,@ARTICLE{2017ApJ...845..170B,yes,yes,2017ApJ...845..170B,10.3847/1538-4357/aa8266
202,@ARTICLE{2017ApJ...845..148P,no,yes,2017ApJ...845..148P,10.3847/1538-4357/aa7ed7
203,@ARTICLE{2017ApJ...845..126Z,yes,yes,2017ApJ...845..126Z,10.3847/1538-4357/aa8223
204,@ARTICLE{2017ApJ...845..110B,yes,yes,2017ApJ...845..110B,10.3847/1538-4357/aa7fea
205,@ARTICLE{2017ApJ...845...99I,yes,yes,2017ApJ...845...99I,10.3847/1538-4357/aa7fb5
206,@ARTICLE{2017ApJ...845...87L,yes,yes,2017ApJ...845...87L,10.3847/1538-4357/aa7fba
207,@ARTICLE{2017ApJ...845...34D,yes,yes,2017ApJ...845...34D,10.3847/1538-4357/aa7da2
208,@ARTICLE{2017ApJ...845...21K,yes,yes,2017ApJ...845...21K,10.3847/1538-4357/aa7da3
209,@ARTICLE{2017ApJ...844..166Z,yes,yes,2017ApJ...844..166Z,10.3847/1538-4357/aa7c1c
210,@ARTICLE{2017ApJ...844..165P,yes,yes,2017ApJ...844..165P,10.3847/1538-4357/aa7c18
211,@ARTICLE{2017ApJ...844..159C,yes,yes,2017ApJ...844..159C,10.3847/1538-4357/aa775b
212,@ARTICLE{2017ApJ...844..134L,yes,yes,2017ApJ...844..134L,10.3847/1538-4357/aa7947
213,@ARTICLE{2017ApJ...844..110R,yes,yes,2017ApJ...844..110R,10.3847/1538-4357/aa7aa8
214,@ARTICLE{2017ApJ...844..107I,yes,yes,2017ApJ...844..107I,10.3847/1538-4357/aa79fc
215,@ARTICLE{2017ApJ...844...96Y,yes,yes,2017ApJ...844...96Y,10.3847/1538-4357/aa7af1
216,@ARTICLE{2017AJ....154...69S,yes,yes,2017AJ....154...69S,10.3847/1538-3881/aa77fa
217,@ARTICLE{2017AJ....154...46E,yes,yes,2017AJ....154...46E,10.3847/1538-3881/aa74e2
218,@ARTICLE{2017AdSpR..60..612B,yes,yes,2017AdSpR..60..612B,10.1016/j.asr.2017.04.021
219,@ARTICLE{2017A&A...604A.134D,yes,yes,2017A&A...604A.134D,
220,@ARTICLE{2017A&A...604A.129M,yes,yes,2017A&A...604A.129M,
221,@ARTICLE{2017A&A...604A.108M,yes,yes,2017A&A...604A.108M,
222,@ARTICLE{2017A&A...604A.103P,yes,yes,2017A&A...604A.103P,
223,@ARTICLE{2017A&A...604A..78R,yes,yes,2017A&A...604A..78R,
224,@ARTICLE{2017PASA...34...30S,yes,yes,2017PASA...34...30S,10.1017/pasa.2017.24
225,@ARTICLE{2017MNRAS.469.1246K,yes,yes,2017MNRAS.469.1246K,10.1093/mnras/stx833
226,@ARTICLE{2017MNRAS.469.1186S,yes,yes,2017MNRAS.469.1186S,10.1093/mnras/stw1485
227,@ARTICLE{2017MNRAS.469..916B,yes,yes,2017MNRAS.469..916B,10.1093/mnras/stx895
228,@ARTICLE{2017MNRAS.469..671L,yes,yes,2017MNRAS.469..671L,10.1093/mnras/stx857
229,@ARTICLE{2017MNRAS.469..401S,yes,yes,2017MNRAS.469..401S,10.1093/mnras/stx800
230,@ARTICLE{2017MNRAS.469..347S,yes,yes,2017MNRAS.469..347S,10.1093/mnras/stx689
231,@ARTICLE{2017MNRAS.469..110G,yes,yes,2017MNRAS.469..110G,10.1093/mnras/stx795
232,@ARTICLE{2017MNRAS.468.4902P,yes,yes,2017MNRAS.468.4902P,10.1093/mnras/stx749
233,@ARTICLE{2017MNRAS.468.4151I,yes,yes,2017MNRAS.468.4151I,10.1093/mnras/stx647
234,@ARTICLE{2017MNRAS.468.3828U,yes,yes,2017MNRAS.468.3828U,10.1093/mnras/stx713
235,@ARTICLE{2017MNRAS.468.3764S,yes,yes,2017MNRAS.468.3764S,10.1093/mnras/stx723
236,@ARTICLE{2017MNRAS.468.3368W,yes,yes,2017MNRAS.468.3368W,10.1093/mnras/stx606
237,@ARTICLE{2017MNRAS.468.2745N,yes,yes,2017MNRAS.468.2745N,10.1093/mnras/stx674
238,@ARTICLE{2017MNRAS.468.2719M,yes,yes,2017MNRAS.468.2719M,10.1093/mnras/stx645
239,@ARTICLE{2017MNRAS.468.2517W,yes,yes,2017MNRAS.468.2517W,10.1093/mnras/stx629
240,@ARTICLE{2017Icar..290...14F,yes,yes,2017Icar..290...14F,10.1016/j.icarus.2017.02.007
241,@ARTICLE{2017AstL...43..472G,yes,yes,2017AstL...43..472G,10.1134/S1063773717070039
242,@ARTICLE{2017AstBu..72..257L,yes,yes,2017AstBu..72..257L,10.1134/S1990341317030154
243,@ARTICLE{2017ApJS..231...11Y,yes,yes,2017ApJS..231...11Y,10.3847/1538-4365/aa7204
244,@ARTICLE{2017ApJS..231....7G,yes,yes,2017ApJS..231....7G,10.3847/1538-4365/aa74b6
245,@ARTICLE{2017ApJ...844L...1T,yes,yes,2017ApJ...844L...1T,10.3847/2041-8213/aa7cfb
246,@ARTICLE{2017ApJ...844...81L,yes,yes,2017ApJ...844...81L,10.3847/1538-4357/aa7aa5
247,@ARTICLE{2017ApJ...844...74L,yes,yes,2017ApJ...844...74L,10.3847/1538-4357/aa7a0d
248,@ARTICLE{2017ApJ...844...66M,yes,yes,2017ApJ...844...66M,10.3847/1538-4357/aa77fb
249,@ARTICLE{2017ApJ...844...45O,yes,yes,2017ApJ...844...45O,10.3847/1538-4357/aa789e
250,@ARTICLE{2017ApJ...844...15D,yes,yes,2017ApJ...844...15D,10.3847/1538-4357/aa79a5
251,@ARTICLE{2017ApJ...843L..34K,yes,yes,2017ApJ...843L..34K,10.3847/2041-8213/aa799d
252,@ARTICLE{2017ApJ...843L...4B,yes,yes,2017ApJ...843L...4B,10.3847/2041-8213/aa76df
253,@ARTICLE{2017ApJ...843...51A,yes,yes,2017ApJ...843...51A,10.3847/1538-4357/aa75cf
254,@ARTICLE{2017ApJ...843....9A,yes,yes,2017ApJ...843....9A,10.3847/1538-4357/aa72eb
255,@ARTICLE{2017Ap&SS.362..128C,yes,yes,2017Ap&SS.362..128C,
256,@ARTICLE{2017AJ....154...31G,yes,yes,2017AJ....154...31G,10.3847/1538-3881/aa6d5e
257,@ARTICLE{2017AJ....154...25B,yes,yes,2017AJ....154...25B,10.3847/1538-3881/aa7511
